studyName,Cruise,"Datetime PST (Event Log)","Latitude (Event Log) (º)","Longitude (Event Log) (º)",Cycle,"Event Number","Cast Number","Bottle Number","Depth (m)","Heterotrophic Bacteria (µg/L)","Prochlorococcus (µg/L)","Synechococcus (µg/L)",Notes
P1106MV,P1106,"2011-07-09 03:12:00",33.08905,-121.154,"Cycle 4",454,50,8,40,11.83,0.61,1.79,
P1106MV,P1106,"2011-07-10 01:11:00",33.4207,-121.3936,"Cycle 5",465,51,23,2,4.23,4.56,0.91,
P1106MV,P1106,"2011-07-10 01:11:00",33.4207,-121.3936,"Cycle 5",465,51,20,12,4.80,4.41,0.85,
P1106MV,P1106,"2011-07-10 01:11:00",33.4207,-121.3936,"Cycle 5",465,51,17,20,4.59,4.36,0.83,
P1106MV,P1106,"2011-07-10 01:11:00",33.4207,-121.3936,"Cycle 5",465,51,14,30,3.57,4.04,1.06,
P1106MV,P1106,"2011-07-10 01:11:00",33.4207,-121.3936,"Cycle 5",465,51,11,40,5.60,3.71,2.19,
P1106MV,P1106,"2011-07-10 01:11:00",33.4207,-121.3936,"Cycle 5",465,51,8,50,5.99,3.60,1.92,
P1106MV,P1106,"2011-07-10 01:11:00",33.4207,-121.3936,"Cycle 5",465,51,5,60,3.71,3.81,0.60,
P1106MV,P1106,"2011-07-10 01:11:00",33.4207,-121.3936,"Cycle 5",465,51,2,80,1.09,1.50,0.05,
P1106MV,P1106,"2011-07-11 01:03:00",33.08437,-121.4067,"Cycle 5",501,56,23,2,7.10,4.49,0.88,
P1106MV,P1106,"2011-07-11 01:03:00",33.08437,-121.4067,"Cycle 5",501,56,20,12,7.53,4.00,0.84,
P1106MV,P1106,"2011-07-11 01:03:00",33.08437,-121.4067,"Cycle 5",501,56,17,20,7.72,4.00,0.87,
P1106MV,P1106,"2011-07-11 01:03:00",33.08437,-121.4067,"Cycle 5",501,56,14,30,7.84,3.94,0.95,
P1106MV,P1106,"2011-07-11 01:03:00",33.08437,-121.4067,"Cycle 5",501,56,11,40,7.92,3.94,1.08,
P1106MV,P1106,"2011-07-11 01:03:00",33.08437,-121.4067,"Cycle 5",501,56,8,50,11.39,4.83,3.15,
P1106MV,P1106,"2011-07-11 01:03:00",33.08437,-121.4067,"Cycle 5",501,56,5,60,8.88,4.77,3.06,
P1106MV,P1106,"2011-07-11 01:03:00",33.08437,-121.4067,"Cycle 5",501,56,2,80,4.26,3.00,0.09,
P1106MV,P1106,"2011-07-12 02:33:00",32.7352,-121.2933,"Cycle 5",534,58,20,2,3.78,0.28,0.74,
P1106MV,P1106,"2011-07-12 02:33:00",32.7352,-121.2933,"Cycle 5",534,58,18,12,4.60,0.31,0.78,
P1106MV,P1106,"2011-07-12 02:33:00",32.7352,-121.2933,"Cycle 5",534,58,16,20,4.18,0.34,0.78,
P1106MV,P1106,"2011-07-12 02:33:00",32.7352,-121.2933,"Cycle 5",534,58,14,30,4.57,0.29,0.75,
P1106MV,P1106,"2011-07-12 02:33:00",32.7352,-121.2933,"Cycle 5",534,58,12,40,4.23,0.49,1.36,
P1106MV,P1106,"2011-07-12 02:33:00",32.7352,-121.2933,"Cycle 5",534,58,10,50,3.80,0.56,0.39,
P1106MV,P1106,"2011-07-12 02:33:00",32.7352,-121.2933,"Cycle 5",534,58,8,60,2.97,2.29,0.32,
P1106MV,P1106,"2011-07-12 02:33:00",32.7352,-121.2933,"Cycle 5",534,58,5,80,1.80,2.01,0.04,
P1106MV,P1106,"2011-07-13 03:09:00",33.5192,-121.1139,"Cycle 6",547,59,23,2,7.49,1.20,2.04,
P1106MV,P1106,"2011-07-13 03:09:00",33.5192,-121.1139,"Cycle 6",547,59,20,12,7.06,1.05,1.73,
P1106MV,P1106,"2011-07-13 03:09:00",33.5192,-121.1139,"Cycle 6",547,59,17,20,8.13,0.89,1.39,
P1106MV,P1106,"2011-07-13 03:09:00",33.5192,-121.1139,"Cycle 6",547,59,14,30,7.90,0.98,0.79,
P1106MV,P1106,"2011-07-13 03:09:00",33.5192,-121.1139,"Cycle 6",547,59,11,40,7.34,0.00,0.85,
P1106MV,P1106,"2011-07-13 03:09:00",33.5192,-121.1139,"Cycle 6",547,59,8,50,6.44,0.96,0.60,
P1106MV,P1106,"2011-07-13 03:09:00",33.5192,-121.1139,"Cycle 6",547,59,5,60,6.59,0.74,0.58,
P1106MV,P1106,"2011-07-13 03:09:00",33.5192,-121.1139,"Cycle 6",547,59,2,70,3.86,0.41,0.17,
P1106MV,P1106,"2011-07-14 00:11:00",33.10332,-121.2548,"Cycle 6",564,62,23,2,12.18,1.38,3.78,
P1106MV,P1106,"2011-07-14 00:11:00",33.10332,-121.2548,"Cycle 6",564,62,20,12,12.41,1.43,4.08,
P1106MV,P1106,"2011-07-14 00:11:00",33.10332,-121.2548,"Cycle 6",564,62,17,20,11.45,1.32,3.98,
P1106MV,P1106,"2011-07-14 00:11:00",33.10332,-121.2548,"Cycle 6",564,62,14,30,9.38,1.29,3.32,
P1106MV,P1106,"2011-07-14 00:11:00",33.10332,-121.2548,"Cycle 6",564,62,11,40,9.50,1.21,2.69,
P1106MV,P1106,"2011-07-14 00:11:00",33.10332,-121.2548,"Cycle 6",564,62,8,50,8.28,2.59,1.24,
P1106MV,P1106,"2011-07-14 00:11:00",33.10332,-121.2548,"Cycle 6",564,62,5,60,6.83,2.51,1.08,
P1106MV,P1106,"2011-07-14 00:11:00",33.10332,-121.2548,"Cycle 6",564,62,2,70,5.17,2.09,0.58,
P1106MV,P1106,"2011-07-15 02:32:00",32.5824,-121.06525,"Cycle 6",598,65,23,2,14.54,5.40,3.52,
P1106MV,P1106,"2011-07-15 02:32:00",32.5824,-121.06525,"Cycle 6",598,65,21,12,14.33,5.26,3.49,
P1106MV,P1106,"2011-07-15 02:32:00",32.5824,-121.06525,"Cycle 6",598,65,19,20,13.15,4.43,3.23,
P1106MV,P1106,"2011-07-15 02:32:00",32.5824,-121.06525,"Cycle 6",598,65,17,30,9.02,4.13,1.94,
P1106MV,P1106,"2011-07-15 02:32:00",32.5824,-121.06525,"Cycle 6",598,65,15,40,7.25,3.53,0.89,
P1106MV,P1106,"2011-07-15 02:32:00",32.5824,-121.06525,"Cycle 6",598,65,13,50,6.22,3.46,0.75,
P1106MV,P1106,"2011-07-15 02:32:00",32.5824,-121.06525,"Cycle 6",598,65,11,60,4.85,2.72,0.42,
P1106MV,P1106,"2011-07-15 02:32:00",32.5824,-121.06525,"Cycle 6",598,65,7,70,3.94,2.13,0.16,
P1106MV,P1106,"2011-07-15 19:48:00",33.60232,-120.85445,"Upfront 3",610,66,8,0,30.60,2.03,25.66,
P1106MV,P1106,"2011-07-15 19:48:00",33.60232,-120.85445,"Upfront 3",610,66,7,10,32.08,1.56,26.20,
P1106MV,P1106,"2011-07-15 19:48:00",33.60232,-120.85445,"Upfront 3",610,66,6,20,33.54,1.90,26.84,
P1106MV,P1106,"2011-07-15 19:48:00",33.60232,-120.85445,"Upfront 3",610,66,5,30,34.09,1.66,20.46,
P1106MV,P1106,"2011-07-15 19:48:00",33.60232,-120.85445,"Upfront 3",610,66,4,40,17.84,0.47,3.28,
P1106MV,P1106,"2011-07-15 19:48:00",33.60232,-120.85445,"Upfront 3",610,66,3,50,13.17,0.13,0.84,
P1106MV,P1106,"2011-07-15 19:48:00",33.60232,-120.85445,"Upfront 3",610,66,2,65,9.31,0.07,0.35,
P1106MV,P1106,"2011-07-15 20:55:00",33.59142,-120.89128,"Upfront 3",616,67,8,0,15.39,2.20,10.80,
P1106MV,P1106,"2011-07-15 20:55:00",33.59142,-120.89128,"Upfront 3",616,67,7,10,14.15,2.38,9.80,
P1106MV,P1106,"2011-07-15 20:55:00",33.59142,-120.89128,"Upfront 3",616,67,6,20,11.59,1.86,9.81,
P1106MV,P1106,"2011-07-15 20:55:00",33.59142,-120.89128,"Upfront 3",616,67,5,30,14.94,2.20,9.97,
P1106MV,P1106,"2011-07-15 20:55:00",33.59142,-120.89128,"Upfront 3",616,67,4,40,11.94,2.04,8.55,
P1106MV,P1106,"2011-07-15 20:55:00",33.59142,-120.89128,"Upfront 3",616,67,3,50,9.87,0.15,1.87,
P1106MV,P1106,"2011-07-15 20:55:00",33.59142,-120.89128,"Upfront 3",616,67,2,60,5.89,0.06,0.33,
P1106MV,P1106,"2011-07-15 21:49:00",33.58563,-120.91035,"Upfront 3",622,68,8,0,25.37,2.98,10.48,
P1106MV,P1106,"2011-07-15 21:49:00",33.58563,-120.91035,"Upfront 3",622,68,7,10,25.84,2.87,10.21,
P1106MV,P1106,"2011-07-15 21:49:00",33.58563,-120.91035,"Upfront 3",622,68,6,20,25.20,2.10,10.62,
P1106MV,P1106,"2011-07-15 21:49:00",33.58563,-120.91035,"Upfront 3",622,68,5,30,23.34,1.46,10.38,
P1106MV,P1106,"2011-07-15 21:49:00",33.58563,-120.91035,"Upfront 3",622,68,4,43,22.99,1.32,8.74,
P1106MV,P1106,"2011-07-15 21:49:00",33.58563,-120.91035,"Upfront 3",622,68,3,50,8.15,0.09,0.42,
P1106MV,P1106,"2011-07-15 21:49:00",33.58563,-120.91035,"Upfront 3",622,68,2,60,12.25,0.28,1.69,
P1106MV,P1106,"2011-07-15 22:45:00",33.58008,-120.92855,"Upfront 3",628,69,8,0,19.30,2.61,11.82,
P1106MV,P1106,"2011-07-15 22:45:00",33.58008,-120.92855,"Upfront 3",628,69,7,10,16.52,2.65,11.50,
P1106MV,P1106,"2011-07-15 22:45:00",33.58008,-120.92855,"Upfront 3",628,69,6,20,17.42,2.55,10.54,
P1106MV,P1106,"2011-07-15 22:45:00",33.58008,-120.92855,"Upfront 3",628,69,5,30,13.25,2.50,8.76,
P1106MV,P1106,"2011-07-15 22:45:00",33.58008,-120.92855,"Upfront 3",628,69,4,40,11.72,1.85,4.02,
P1106MV,P1106,"2011-07-15 22:45:00",33.58008,-120.92855,"Upfront 3",628,69,3,50,2.94,0.14,0.47,
P1106MV,P1106,"2011-07-15 22:45:00",33.58008,-120.92855,"Upfront 3",628,69,2,60,3.59,0.10,0.22,
P1106MV,P1106,"2011-07-15 23:45:00",33.57392,-120.94905,"Upfront 3",634,70,8,0,19.37,3.73,11.02,
P1106MV,P1106,"2011-07-15 23:45:00",33.57392,-120.94905,"Upfront 3",634,70,7,10,24.76,3.09,12.28,
P1106MV,P1106,"2011-07-15 23:45:00",33.57392,-120.94905,"Upfront 3",634,70,6,20,27.72,2.22,12.70,
P1106MV,P1106,"2011-07-15 23:45:00",33.57392,-120.94905,"Upfront 3",634,70,5,30,25.49,1.76,9.92,
P1106MV,P1106,"2011-07-15 23:45:00",33.57392,-120.94905,"Upfront 3",634,70,4,40,17.17,0.67,4.45,
P1106MV,P1106,"2011-07-15 23:45:00",33.57392,-120.94905,"Upfront 3",634,70,3,50,10.60,0.15,0.66,
P1106MV,P1106,"2011-07-15 23:45:00",33.57392,-120.94905,"Upfront 3",634,70,2,60,7.84,0.09,0.34,
P1106MV,P1106,"2011-07-16 00:44:00",33.56857,-120.96665,"Upfront 3",640,71,8,0,15.10,3.34,9.57,
P1106MV,P1106,"2011-07-16 00:44:00",33.56857,-120.96665,"Upfront 3",640,71,7,10,13.72,3.77,10.12,
P1106MV,P1106,"2011-07-16 00:44:00",33.56857,-120.96665,"Upfront 3",640,71,6,20,5.97,0.51,10.52,
P1106MV,P1106,"2011-07-16 00:44:00",33.56857,-120.96665,"Upfront 3",640,71,5,30,17.65,3.06,13.38,
P1106MV,P1106,"2011-07-16 00:44:00",33.56857,-120.96665,"Upfront 3",640,71,4,40,5.87,1.09,2.54,
P1106MV,P1106,"2011-07-16 00:44:00",33.56857,-120.96665,"Upfront 3",640,71,3,50,4.62,0.93,1.23,
P1106MV,P1106,"2011-07-16 00:44:00",33.56857,-120.96665,"Upfront 3",640,71,2,60,3.15,0.07,0.30,
P1106MV,P1106,"2011-07-16 01:51:00",33.5588,-120.99913,"Upfront 3",646,72,8,0,9.17,1.07,2.94,
P1106MV,P1106,"2011-07-16 01:51:00",33.5588,-120.99913,"Upfront 3",646,72,7,10,8.68,1.11,2.30,
P1106MV,P1106,"2011-07-16 01:51:00",33.5588,-120.99913,"Upfront 3",646,72,6,20,7.34,2.01,2.26,
P1106MV,P1106,"2011-07-16 01:51:00",33.5588,-120.99913,"Upfront 3",646,72,5,30,7.64,1.40,1.22,
P1106MV,P1106,"2011-07-16 01:51:00",33.5588,-120.99913,"Upfront 3",646,72,4,40,8.25,0.46,0.37,
P1106MV,P1106,"2011-07-16 01:51:00",33.5588,-120.99913,"Upfront 3",646,72,3,50,6.76,0.19,0.35,
P1106MV,P1106,"2011-07-16 01:51:00",33.5588,-120.99913,"Upfront 3",646,72,2,60,7.14,0.06,0.14,
P1106MV,P1106,"2011-07-16 02:53:00",33.55123,-121.02277,"Upfront 3",652,73,8,0,10.15,2.63,2.22,
P1106MV,P1106,"2011-07-16 02:53:00",33.55123,-121.02277,"Upfront 3",652,73,7,10,9.28,2.59,2.59,
P1106MV,P1106,"2011-07-16 02:53:00",33.55123,-121.02277,"Upfront 3",652,73,6,20,8.28,2.02,2.60,
P1106MV,P1106,"2011-07-16 02:53:00",33.55123,-121.02277,"Upfront 3",652,73,5,30,5.94,2.02,2.16,
P1106MV,P1106,"2011-07-16 02:53:00",33.55123,-121.02277,"Upfront 3",652,73,4,40,5.75,0.94,0.70,
P1106MV,P1106,"2011-07-16 02:53:00",33.55123,-121.02277,"Upfront 3",652,73,3,50,5.55,0.29,0.17,
P1106MV,P1106,"2011-07-16 02:53:00",33.55123,-121.02277,"Upfront 3",652,73,2,60,3.78,0.05,0.10,
P1106MV,P1106,"2011-07-16 03:58:00",33.54292,-121.05122,"Upfront 3",658,74,8,0,9.65,3.17,2.20,
P1106MV,P1106,"2011-07-16 03:58:00",33.54292,-121.05122,"Upfront 3",658,74,7,15,10.00,2.78,2.31,
P1106MV,P1106,"2011-07-16 03:58:00",33.54292,-121.05122,"Upfront 3",658,74,6,25,11.86,2.75,2.30,
P1106MV,P1106,"2011-07-16 03:58:00",33.54292,-121.05122,"Upfront 3",658,74,5,35,12.59,1.84,2.19,
P1106MV,P1106,"2011-07-16 03:58:00",33.54292,-121.05122,"Upfront 3",658,74,4,45,5.91,1.68,1.04,
P1106MV,P1106,"2011-07-16 03:58:00",33.54292,-121.05122,"Upfront 3",658,74,3,55,4.87,0.93,0.25,
P1106MV,P1106,"2011-07-16 03:58:00",33.54292,-121.05122,"Upfront 3",658,74,2,70,4.40,0.40,0.08,
P1106MV,P1106,"2011-07-16 05:02:00",33.53062,-121.08895,"Upfront 3",664,75,8,0,8.44,3.70,1.54,
P1106MV,P1106,"2011-07-16 05:02:00",33.53062,-121.08895,"Upfront 3",664,75,7,15,8.74,3.64,1.42,
P1106MV,P1106,"2011-07-16 05:02:00",33.53062,-121.08895,"Upfront 3",664,75,6,25,8.80,3.37,2.56,
P1106MV,P1106,"2011-07-16 05:02:00",33.53062,-121.08895,"Upfront 3",664,75,5,35,7.79,3.36,3.14,
P1106MV,P1106,"2011-07-16 05:02:00",33.53062,-121.08895,"Upfront 3",664,75,4,45,5.48,1.65,0.97,
P1106MV,P1106,"2011-07-16 05:02:00",33.53062,-121.08895,"Upfront 3",664,75,3,55,5.15,1.04,0.24,
P1106MV,P1106,"2011-07-16 05:02:00",33.53062,-121.08895,"Upfront 3",664,75,2,70,4.14,0.21,0.04,
P1208MV,P1208,"2012-08-04 14:04:40",34.60085,-123.0814,EFRONT1,85,3,7,2,6.58,5.28,0.65,
P1208MV,P1208,"2012-08-04 14:04:40",34.60085,-123.0814,EFRONT1,85,3,6,19,6.53,4.78,0.44,
P1208MV,P1208,"2012-08-04 14:04:40",34.60085,-123.0814,EFRONT1,85,3,5,34,6.55,4.18,0.38,
P1208MV,P1208,"2012-08-04 14:04:40",34.60085,-123.0814,EFRONT1,85,3,4,45,8.00,8.89,1.86,
P1208MV,P1208,"2012-08-04 14:04:40",34.60085,-123.0814,EFRONT1,85,3,3,55,6.87,4.91,0.96,
P1208MV,P1208,"2012-08-04 14:04:40",34.60085,-123.0814,EFRONT1,85,3,2,70,4.68,1.33,0.16,
P1208MV,P1208,"2012-08-04 18:38:59",34.59336,-122.9922,EFRONT1,92,4,7,2,6.06,3.82,0.27,
P1208MV,P1208,"2012-08-04 18:38:59",34.59336,-122.9922,EFRONT1,92,4,6,19,5.86,3.77,0.25,
P1208MV,P1208,"2012-08-04 18:38:59",34.59336,-122.9922,EFRONT1,92,4,5,39,5.66,3.78,0.28,
P1208MV,P1208,"2012-08-04 18:38:59",34.59336,-122.9922,EFRONT1,92,4,4,50,6.79,5.64,0.73,
P1208MV,P1208,"2012-08-04 18:38:59",34.59336,-122.9922,EFRONT1,92,4,3,59,7.30,6.38,1.57,
P1208MV,P1208,"2012-08-04 18:38:59",34.59336,-122.9922,EFRONT1,92,4,2,80,3.94,2.98,0.28,
P1208MV,P1208,"2012-08-04 20:23:34",34.58741,-122.9015,EFRONT1,97,5,8,2,7.17,4.52,0.67,
P1208MV,P1208,"2012-08-04 20:23:34",34.58741,-122.9015,EFRONT1,97,5,7,20,8.87,4.20,1.53,
P1208MV,P1208,"2012-08-04 20:23:34",34.58741,-122.9015,EFRONT1,97,5,6,29,13.54,3.62,4.02,
P1208MV,P1208,"2012-08-04 20:23:34",34.58741,-122.9015,EFRONT1,97,5,5,39,16.59,3.51,4.59,
P1208MV,P1208,"2012-08-04 20:23:34",34.58741,-122.9015,EFRONT1,97,5,4,50,8.57,2.84,0.89,
P1208MV,P1208,"2012-08-04 20:23:34",34.58741,-122.9015,EFRONT1,97,5,3,57,15.95,0.56,1.67,
P1208MV,P1208,"2012-08-04 20:23:34",34.58741,-122.9015,EFRONT1,97,5,2,69,5.46,0.45,0.28,
P1208MV,P1208,"2012-08-04 22:19:04",34.58648,-122.8828,EFRONT1,104,6,8,2,6.74,4.64,0.74,
P1208MV,P1208,"2012-08-04 22:19:04",34.58648,-122.8828,EFRONT1,104,6,7,20,7.78,4.22,2.31,
P1208MV,P1208,"2012-08-04 22:19:04",34.58648,-122.8828,EFRONT1,104,6,6,40,13.19,2.59,5.71,
P1208MV,P1208,"2012-08-04 22:19:04",34.58648,-122.8828,EFRONT1,104,6,5,52,17.69,2.48,5.50,
P1208MV,P1208,"2012-08-04 22:19:04",34.58648,-122.8828,EFRONT1,104,6,4,60,6.69,3.03,1.20,
P1208MV,P1208,"2012-08-04 22:19:04",34.58648,-122.8828,EFRONT1,104,6,3,72,11.20,0.43,0.44,
P1208MV,P1208,"2012-08-04 22:19:04",34.58648,-122.8828,EFRONT1,104,6,2,80,10.29,0.06,0.21,
P1208MV,P1208,"2012-08-04 23:37:29",34.58463,-122.8658,EFRONT1,110,7,8,2,6.99,5.43,1.03,
P1208MV,P1208,"2012-08-04 23:37:29",34.58463,-122.8658,EFRONT1,110,7,7,20,8.07,5.12,2.91,
P1208MV,P1208,"2012-08-04 23:37:29",34.58463,-122.8658,EFRONT1,110,7,6,40,13.94,2.96,5.72,
P1208MV,P1208,"2012-08-04 23:37:29",34.58463,-122.8658,EFRONT1,110,7,5,51,16.15,1.80,6.49,
P1208MV,P1208,"2012-08-04 23:37:29",34.58463,-122.8658,EFRONT1,110,7,4,58,16.25,1.89,4.63,
P1208MV,P1208,"2012-08-04 23:37:29",34.58463,-122.8658,EFRONT1,110,7,3,67,13.42,0.86,0.82,
P1208MV,P1208,"2012-08-04 23:37:29",34.58463,-122.8658,EFRONT1,110,7,2,78,12.91,0.06,0.39,
P1208MV,P1208,"2012-08-05 00:44:24",34.58364,-122.8477,EFRONT1,115,8,8,1,6.75,5.51,1.41,
P1208MV,P1208,"2012-08-05 00:44:24",34.58364,-122.8477,EFRONT1,115,8,7,19,8.13,5.50,3.11,
P1208MV,P1208,"2012-08-05 00:44:24",34.58364,-122.8477,EFRONT1,115,8,6,34,13.76,2.38,5.91,
P1208MV,P1208,"2012-08-05 00:44:24",34.58364,-122.8477,EFRONT1,115,8,5,55,15.62,1.98,4.81,
P1208MV,P1208,"2012-08-05 00:44:24",34.58364,-122.8477,EFRONT1,115,8,4,63,6.29,2.43,0.96,
P1208MV,P1208,"2012-08-05 00:44:24",34.58364,-122.8477,EFRONT1,115,8,3,71,16.28,0.26,0.93,
P1208MV,P1208,"2012-08-05 00:44:24",34.58364,-122.8477,EFRONT1,115,8,2,79,14.32,0.07,0.58,
P1208MV,P1208,"2012-08-05 01:48:56",34.58232,-122.8301,EFRONT1,120,9,8,2,6.38,5.44,1.34,
P1208MV,P1208,"2012-08-05 01:48:56",34.58232,-122.8301,EFRONT1,120,9,7,21,10.57,4.28,4.33,
P1208MV,P1208,"2012-08-05 01:48:56",34.58232,-122.8301,EFRONT1,120,9,6,40,17.17,1.72,6.04,
P1208MV,P1208,"2012-08-05 01:48:56",34.58232,-122.8301,EFRONT1,120,9,5,49,8.71,2.16,1.69,
P1208MV,P1208,"2012-08-05 01:48:56",34.58232,-122.8301,EFRONT1,120,9,4,59,7.83,1.25,0.53,
P1208MV,P1208,"2012-08-05 01:48:56",34.58232,-122.8301,EFRONT1,120,9,3,70,15.50,0.09,0.63,
P1208MV,P1208,"2012-08-05 01:48:56",34.58232,-122.8301,EFRONT1,120,9,2,79,11.68,0.05,0.27,
P1208MV,P1208,"2012-08-05 03:02:42",34.57978,-122.7939,EFRONT1,125,10,8,2,3.18,6.01,0.99,
P1208MV,P1208,"2012-08-05 03:02:42",34.57978,-122.7939,EFRONT1,125,10,7,14,4.11,5.58,2.65,
P1208MV,P1208,"2012-08-05 03:02:42",34.57978,-122.7939,EFRONT1,125,10,5,39,7.47,2.35,2.42,
P1208MV,P1208,"2012-08-05 03:02:42",34.57978,-122.7939,EFRONT1,125,10,4,48,4.44,1.01,0.64,
P1208MV,P1208,"2012-08-05 03:02:42",34.57978,-122.7939,EFRONT1,125,10,3,59,4.57,0.42,0.32,
P1208MV,P1208,"2012-08-05 03:02:42",34.57978,-122.7939,EFRONT1,125,10,2,79,2.26,0.16,0.03,
P1208MV,P1208,"2012-08-05 04:07:51",34.57828,-122.7737,EFRONT1,129,11,8,1,8.75,5.29,3.00,
P1208MV,P1208,"2012-08-05 04:07:51",34.57828,-122.7737,EFRONT1,129,11,7,14,13.74,3.03,4.52,
P1208MV,P1208,"2012-08-05 04:07:51",34.57828,-122.7737,EFRONT1,129,11,6,23,26.81,0.96,8.32,
P1208MV,P1208,"2012-08-05 04:07:51",34.57828,-122.7737,EFRONT1,129,11,5,35,20.45,0.80,2.84,
P1208MV,P1208,"2012-08-05 04:07:51",34.57828,-122.7737,EFRONT1,129,11,4,49,11.89,0.77,1.20,
P1208MV,P1208,"2012-08-05 04:07:51",34.57828,-122.7737,EFRONT1,129,11,3,60,14.77,0.09,0.43,
P1208MV,P1208,"2012-08-05 04:07:51",34.57828,-122.7737,EFRONT1,129,11,2,79,7.69,0.05,0.07,
P1208MV,P1208,"2012-08-05 05:08:46",34.57457,-122.7409,EFRONT1,134,12,8,2,15.43,3.71,4.39,
P1208MV,P1208,"2012-08-05 05:08:46",34.57457,-122.7409,EFRONT1,134,12,7,10,17.67,3.15,4.68,
P1208MV,P1208,"2012-08-05 05:08:46",34.57457,-122.7409,EFRONT1,134,12,6,19,34.57,0.59,6.22,
P1208MV,P1208,"2012-08-05 05:08:46",34.57457,-122.7409,EFRONT1,134,12,5,32,38.19,0.54,2.42,
P1208MV,P1208,"2012-08-05 05:08:46",34.57457,-122.7409,EFRONT1,134,12,4,43,33.32,0.47,1.71,
P1208MV,P1208,"2012-08-05 05:08:46",34.57457,-122.7409,EFRONT1,134,12,3,53,33.31,0.38,1.34,
P1208MV,P1208,"2012-08-05 05:08:46",34.57457,-122.7409,EFRONT1,134,12,2,69,6.86,0.04,0.04,
P1208MV,P1208,"2012-08-05 07:05:17",34.57299,-122.6995,EFRONT1,141,13,8,2,41.99,0.42,33.70,
P1208MV,P1208,"2012-08-05 07:05:17",34.57299,-122.6995,EFRONT1,141,13,7,14,43.05,0.38,22.83,
P1208MV,P1208,"2012-08-05 07:05:17",34.57299,-122.6995,EFRONT1,141,13,6,24,41.33,0.39,2.65,
P1208MV,P1208,"2012-08-05 07:05:17",34.57299,-122.6995,EFRONT1,141,13,5,34,37.24,0.34,1.28,
P1208MV,P1208,"2012-08-05 07:05:17",34.57299,-122.6995,EFRONT1,141,13,4,44,14.87,0.16,0.35,
P1208MV,P1208,"2012-08-05 07:05:17",34.57299,-122.6995,EFRONT1,141,13,3,54,8.31,0.07,0.08,
P1208MV,P1208,"2012-08-05 08:40:16",34.5705,-122.6615,EFRONT1,146,14,8,2,40.70,0.34,45.14,
P1208MV,P1208,"2012-08-05 08:40:16",34.5705,-122.6615,EFRONT1,146,14,7,10,41.13,0.30,41.22,
P1208MV,P1208,"2012-08-05 08:40:16",34.5705,-122.6615,EFRONT1,146,14,6,19,43.64,0.30,25.01,
P1208MV,P1208,"2012-08-05 08:40:16",34.5705,-122.6615,EFRONT1,146,14,5,29,40.91,0.30,2.99,
P1208MV,P1208,"2012-08-05 08:40:16",34.5705,-122.6615,EFRONT1,146,14,4,39,21.43,0.22,1.74,
P1208MV,P1208,"2012-08-05 08:40:16",34.5705,-122.6615,EFRONT1,146,14,3,50,9.78,0.08,0.18,
P1208MV,P1208,"2012-08-05 08:40:16",34.5705,-122.6615,EFRONT1,146,14,2,70,4.57,0.06,0.16,
P1208MV,P1208,"2012-08-05 10:13:23",34.56509,-122.577,EFRONT1,151,15,8,2,33.13,0.52,46.52,
P1208MV,P1208,"2012-08-05 10:13:23",34.56509,-122.577,EFRONT1,151,15,7,11,33.34,0.47,46.09,
P1208MV,P1208,"2012-08-05 10:13:23",34.56509,-122.577,EFRONT1,151,15,6,18,31.23,0.38,33.81,
P1208MV,P1208,"2012-08-05 10:13:23",34.56509,-122.577,EFRONT1,151,15,5,30,23.49,0.18,6.72,
P1208MV,P1208,"2012-08-05 10:13:23",34.56509,-122.577,EFRONT1,151,15,4,39,16.20,0.10,2.55,
P1208MV,P1208,"2012-08-05 10:13:23",34.56509,-122.577,EFRONT1,151,15,3,50,13.79,0.08,0.50,
P1208MV,P1208,"2012-08-06 00:57:55",34.56763,-122.7648,CYCLE1,163,17,23,3,43.47,0.52,9.49,
P1208MV,P1208,"2012-08-06 01:14:40",34.56148,-122.7682,CYCLE1,163,17,23,3,43.47,0.52,9.49,
P1208MV,P1208,"2012-08-06 00:57:55",34.56763,-122.7648,CYCLE1,163,17,20,8,43.84,0.57,9.64,
P1208MV,P1208,"2012-08-06 01:14:40",34.56148,-122.7682,CYCLE1,163,17,20,8,43.84,0.57,9.64,
P1208MV,P1208,"2012-08-06 00:57:55",34.56763,-122.7648,CYCLE1,163,17,17,12,49.44,0.42,8.10,
P1208MV,P1208,"2012-08-06 01:14:40",34.56148,-122.7682,CYCLE1,163,17,17,12,49.44,0.42,8.10,
P1208MV,P1208,"2012-08-06 00:57:55",34.56763,-122.7648,CYCLE1,163,17,14,20,54.53,0.38,7.35,
P1208MV,P1208,"2012-08-06 01:14:40",34.56148,-122.7682,CYCLE1,163,17,14,20,54.53,0.38,7.35,
P1208MV,P1208,"2012-08-06 00:57:55",34.56763,-122.7648,CYCLE1,163,17,11,25,65.33,0.22,3.63,
P1208MV,P1208,"2012-08-06 01:14:40",34.56148,-122.7682,CYCLE1,163,17,11,25,65.33,0.22,3.63,
P1208MV,P1208,"2012-08-06 00:57:55",34.56763,-122.7648,CYCLE1,163,17,8,30,70.45,0.18,2.57,
P1208MV,P1208,"2012-08-06 01:14:40",34.56148,-122.7682,CYCLE1,163,17,8,30,70.45,0.18,2.57,
P1208MV,P1208,"2012-08-06 00:57:55",34.56763,-122.7648,CYCLE1,163,17,5,39,49.41,0.13,1.38,
