studyName,Cruise,"Datetime PST (Event Log)","Latitude (Event Log) (º)","Longitude (Event Log) (º)",Cycle,"Event Number","Cast Number","Bottle Number","Depth (m)","Heterotrophic Bacteria (µg/L)","Prochlorococcus (µg/L)","Synechococcus (µg/L)",Notes
P0810MV,P0810,"2008-10-18 00:16:15",34.2024,-121.5806,"Cycle 3",478,44,12,40,6.34,0.53,1.03,
P0810MV,P0810,"2008-10-18 00:16:15",34.2024,-121.5806,"Cycle 3",478,44,11,50,4.46,0.45,0.42,
P0810MV,P0810,"2008-10-18 00:16:15",34.2024,-121.5806,"Cycle 3",478,44,9,60,4.21,0.15,0.37,
P0810MV,P0810,"2008-10-19 02:57:33",33.611165,-121.154657,"Cycle 4",488,45,23,2,20.51,0.00,3.62,
P0810MV,P0810,"2008-10-19 02:57:33",33.611165,-121.154657,"Cycle 4",488,45,20,5,21.37,0.00,4.14,
P0810MV,P0810,"2008-10-19 02:57:33",33.611165,-121.154657,"Cycle 4",488,45,17,12,21.61,0.00,3.94,
P0810MV,P0810,"2008-10-19 02:57:33",33.611165,-121.154657,"Cycle 4",488,45,14,20,17.47,0.00,4.07,
P0810MV,P0810,"2008-10-19 02:57:33",33.611165,-121.154657,"Cycle 4",488,45,11,25,12.75,0.00,2.41,
P0810MV,P0810,"2008-10-19 02:57:33",33.611165,-121.154657,"Cycle 4",488,45,8,30,12.25,0.00,1.93,
P0810MV,P0810,"2008-10-19 02:57:33",33.611165,-121.154657,"Cycle 4",488,45,5,40,8.89,0.00,0.80,
P0810MV,P0810,"2008-10-19 02:57:33",33.611165,-121.154657,"Cycle 4",488,45,2,50,6.29,0.00,0.18,
P0810MV,P0810,"2008-10-20 01:50:35",33.60903,-121.164463,"Cycle 4",521,49,23,2,13.25,0.00,3.60,
P0810MV,P0810,"2008-10-20 01:50:35",33.60903,-121.164463,"Cycle 4",521,49,20,5,13.34,0.00,3.95,
P0810MV,P0810,"2008-10-20 01:50:35",33.60903,-121.164463,"Cycle 4",521,49,17,12,13.21,0.00,3.55,
P0810MV,P0810,"2008-10-20 01:50:35",33.60903,-121.164463,"Cycle 4",521,49,14,20,13.99,0.00,2.92,
P0810MV,P0810,"2008-10-20 01:50:35",33.60903,-121.164463,"Cycle 4",521,49,11,25,12.09,0.00,1.90,
P0810MV,P0810,"2008-10-20 01:50:35",33.60903,-121.164463,"Cycle 4",521,49,8,30,7.52,0.00,0.73,
P0810MV,P0810,"2008-10-20 01:50:35",33.60903,-121.164463,"Cycle 4",521,49,5,40,6.45,0.00,0.33,
P0810MV,P0810,"2008-10-20 01:50:35",33.60903,-121.164463,"Cycle 4",521,49,2,50,4.55,0.00,0.22,
P0810MV,P0810,"2008-10-21 01:51:51",33.54848,-121.17847,"Cycle 4",554,52,24,2,14.37,0.00,3.20,
P0810MV,P0810,"2008-10-21 01:51:51",33.54848,-121.17847,"Cycle 4",554,52,21,5,14.45,0.00,2.79,
P0810MV,P0810,"2008-10-21 01:51:51",33.54848,-121.17847,"Cycle 4",554,52,19,12,14.50,0.00,2.93,
P0810MV,P0810,"2008-10-21 01:51:51",33.54848,-121.17847,"Cycle 4",554,52,17,20,13.98,0.00,2.65,
P0810MV,P0810,"2008-10-21 01:51:51",33.54848,-121.17847,"Cycle 4",554,52,14,25,14.77,0.00,2.83,
P0810MV,P0810,"2008-10-21 01:51:51",33.54848,-121.17847,"Cycle 4",554,52,12,30,15.69,0.00,3.06,
P0810MV,P0810,"2008-10-21 01:51:51",33.54848,-121.17847,"Cycle 4",554,52,11,40,9.47,0.00,1.66,
P0810MV,P0810,"2008-10-21 01:51:51",33.54848,-121.17847,"Cycle 4",554,52,9,50,6.22,0.00,0.59,
P0810MV,P0810,"2008-10-22 00:38:24",32.919533,-120.903017,"Cycle 5",569,53,23,2,36.59,0.00,9.60,
P0810MV,P0810,"2008-10-22 00:38:24",32.919533,-120.903017,"Cycle 5",569,53,20,8,36.18,0.00,9.00,
P0810MV,P0810,"2008-10-22 00:38:24",32.919533,-120.903017,"Cycle 5",569,53,17,12,38.27,0.00,9.40,
P0810MV,P0810,"2008-10-22 00:38:24",32.919533,-120.903017,"Cycle 5",569,53,14,20,34.41,0.00,8.95,
P0810MV,P0810,"2008-10-22 00:38:24",32.919533,-120.903017,"Cycle 5",569,53,11,30,26.04,0.00,5.41,
P0810MV,P0810,"2008-10-22 00:38:24",32.919533,-120.903017,"Cycle 5",569,53,8,40,22.09,0.00,3.71,
P0810MV,P0810,"2008-10-22 00:38:24",32.919533,-120.903017,"Cycle 5",569,53,5,50,8.75,0.15,0.91,
P0810MV,P0810,"2008-10-22 00:38:24",32.919533,-120.903017,"Cycle 5",569,53,2,60,6.71,0.12,0.32,
P0810MV,P0810,"2008-10-23 00:30:50",32.81732,-120.841925,"Cycle 5",611,57,23,2,20.94,0.00,4.90,
P0810MV,P0810,"2008-10-23 00:30:50",32.81732,-120.841925,"Cycle 5",611,57,20,5,22.34,0.00,5.41,
P0810MV,P0810,"2008-10-23 00:30:50",32.81732,-120.841925,"Cycle 5",611,57,17,12,23.27,0.00,6.11,
P0810MV,P0810,"2008-10-23 00:30:50",32.81732,-120.841925,"Cycle 5",611,57,14,20,24.76,0.00,6.66,
P0810MV,P0810,"2008-10-23 00:30:50",32.81732,-120.841925,"Cycle 5",611,57,11,25,21.91,0.00,5.29,
P0810MV,P0810,"2008-10-23 00:30:50",32.81732,-120.841925,"Cycle 5",611,57,8,30,20.09,0.00,3.46,
P0810MV,P0810,"2008-10-23 00:30:50",32.81732,-120.841925,"Cycle 5",611,57,5,40,12.34,0.05,1.36,
P0810MV,P0810,"2008-10-23 00:30:50",32.81732,-120.841925,"Cycle 5",611,57,2,50,8.94,0.12,0.52,
P0810MV,P0810,"2008-10-24 01:02:45",32.852377,-120.567872,"Cycle 5",642,60,23,2,18.16,0.00,4.40,
P0810MV,P0810,"2008-10-24 01:02:45",32.852377,-120.567872,"Cycle 5",642,60,21,8,20.21,0.00,5.99,
P0810MV,P0810,"2008-10-24 01:02:45",32.852377,-120.567872,"Cycle 5",642,60,19,12,17.95,0.00,4.01,
P0810MV,P0810,"2008-10-24 01:02:45",32.852377,-120.567872,"Cycle 5",642,60,17,20,13.91,0.00,1.90,
P0810MV,P0810,"2008-10-24 01:02:45",32.852377,-120.567872,"Cycle 5",642,60,15,25,27.55,0.00,6.10,
P0810MV,P0810,"2008-10-24 01:02:45",32.852377,-120.567872,"Cycle 5",642,60,13,30,22.78,0.00,3.27,
P0810MV,P0810,"2008-10-24 01:02:45",32.852377,-120.567872,"Cycle 5",642,60,11,40,12.73,0.00,0.99,
P0810MV,P0810,"2008-10-24 01:02:45",32.852377,-120.567872,"Cycle 5",642,60,9,50,8.75,0.10,0.58,
P0810MV,P0810,"2008-10-24 20:20:25",32.66682,-120.709897,Afront,662,63,10,2,11.42,3.84,2.77,
P0810MV,P0810,"2008-10-24 20:20:25",32.66682,-120.709897,Afront,662,63,8,12,13.14,4.61,3.08,
P0810MV,P0810,"2008-10-24 20:20:25",32.66682,-120.709897,Afront,662,63,7,22,13.26,6.91,3.39,
P0810MV,P0810,"2008-10-24 20:20:25",32.66682,-120.709897,Afront,662,63,6,32,11.50,6.95,3.67,
P0810MV,P0810,"2008-10-24 20:20:25",32.66682,-120.709897,Afront,662,63,4,40,11.18,3.25,1.58,
P0810MV,P0810,"2008-10-24 20:20:25",32.66682,-120.709897,Afront,662,63,3,55,6.37,1.98,0.24,
P0810MV,P0810,"2008-10-24 20:20:25",32.66682,-120.709897,Afront,662,63,2,80,4.00,0.23,0.07,
P0810MV,P0810,"2008-10-24 21:14:34",32.701933,-120.708517,Afront,667,64,10,2,,,,"No data"
P0810MV,P0810,"2008-10-24 21:14:34",32.701933,-120.708517,Afront,667,64,8,12,11.23,3.24,2.80,
P0810MV,P0810,"2008-10-24 21:14:34",32.701933,-120.708517,Afront,667,64,7,22,10.51,3.54,2.75,
P0810MV,P0810,"2008-10-24 21:14:34",32.701933,-120.708517,Afront,667,64,6,32,11.64,3.71,2.86,
P0810MV,P0810,"2008-10-24 21:14:34",32.701933,-120.708517,Afront,667,64,4,40,11.22,3.52,2.30,
P0810MV,P0810,"2008-10-24 21:14:34",32.701933,-120.708517,Afront,667,64,3,55,4.78,1.06,0.22,
P0810MV,P0810,"2008-10-24 21:14:34",32.701933,-120.708517,Afront,667,64,2,80,4.18,0.27,0.10,
P0810MV,P0810,"2008-10-24 22:01:23",32.724762,-120.707628,Afront,672,65,9,2,10.67,3.53,2.43,
P0810MV,P0810,"2008-10-24 22:01:23",32.724762,-120.707628,Afront,672,65,8,14,12.11,3.56,3.15,
P0810MV,P0810,"2008-10-24 22:01:23",32.724762,-120.707628,Afront,672,65,7,25,12.25,4.91,3.53,
P0810MV,P0810,"2008-10-24 22:01:23",32.724762,-120.707628,Afront,672,65,5,35,11.96,2.73,3.21,
P0810MV,P0810,"2008-10-24 22:01:23",32.724762,-120.707628,Afront,672,65,4,45,8.18,1.23,1.86,
P0810MV,P0810,"2008-10-24 22:01:23",32.724762,-120.707628,Afront,672,65,3,60,5.11,0.59,0.24,
P0810MV,P0810,"2008-10-24 22:01:23",32.724762,-120.707628,Afront,672,65,2,80,3.33,0.11,0.09,
P0810MV,P0810,"2008-10-24 22:52:09",32.749837,-120.70888,Afront,677,66,9,2,11.52,2.15,2.33,
P0810MV,P0810,"2008-10-24 22:52:09",32.749837,-120.70888,Afront,677,66,8,12,10.33,1.94,2.30,
P0810MV,P0810,"2008-10-24 22:52:09",32.749837,-120.70888,Afront,677,66,7,22,10.74,0.48,1.21,
P0810MV,P0810,"2008-10-24 22:52:09",32.749837,-120.70888,Afront,677,66,5,30,11.99,0.02,0.63,
P0810MV,P0810,"2008-10-24 22:52:09",32.749837,-120.70888,Afront,677,66,4,40,11.31,0.08,0.57,
P0810MV,P0810,"2008-10-24 22:52:09",32.749837,-120.70888,Afront,677,66,3,60,7.32,0.22,0.38,
P0810MV,P0810,"2008-10-24 22:52:09",32.749837,-120.70888,Afront,677,66,2,80,4.27,0.03,0.06,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,67,9,2,13.35,0.00,1.12,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,67,8,8,10.69,0.00,0.73,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,67,7,14,11.85,0.00,0.76,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,67,5,20,12.58,0.00,0.64,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,67,4,35,11.72,0.00,0.36,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,67,3,50,10.22,0.09,0.76,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,67,2,80,5.26,0.08,0.20,
P0810MV,P0810,"2008-10-25 00:42:26",32.802748,-120.709875,Afront,687,68,8,2,22.67,0.00,9.75,
P0810MV,P0810,"2008-10-25 00:42:26",32.802748,-120.709875,Afront,687,68,7,10,23.22,0.00,12.60,
P0810MV,P0810,"2008-10-25 00:42:26",32.802748,-120.709875,Afront,687,68,6,15,20.09,0.00,16.02,
P0810MV,P0810,"2008-10-25 00:42:26",32.802748,-120.709875,Afront,687,68,5,22,23.19,0.00,16.38,
P0810MV,P0810,"2008-10-25 00:42:26",32.802748,-120.709875,Afront,687,68,4,35,20.13,0.00,4.21,
P0810MV,P0810,"2008-10-25 00:42:26",32.802748,-120.709875,Afront,687,68,3,60,10.27,0.03,0.59,
P0810MV,P0810,"2008-10-25 00:42:26",32.802748,-120.709875,Afront,687,68,2,80,5.61,0.04,0.16,
P0810MV,P0810,"2008-10-25 01:38:14",32.826403,-120.709693,Afront,692,69,9,2,27.60,0.00,13.88,
P0810MV,P0810,"2008-10-25 01:38:14",32.826403,-120.709693,Afront,692,69,8,8,20.42,0.00,16.14,
P0810MV,P0810,"2008-10-25 01:38:14",32.826403,-120.709693,Afront,692,69,7,15,18.22,0.00,15.06,
P0810MV,P0810,"2008-10-25 01:38:14",32.826403,-120.709693,Afront,692,69,5,25,18.55,0.00,10.02,
P0810MV,P0810,"2008-10-25 01:38:14",32.826403,-120.709693,Afront,692,69,4,35,19.16,0.00,4.75,
P0810MV,P0810,"2008-10-25 01:38:14",32.826403,-120.709693,Afront,692,69,3,50,11.95,0.05,0.70,
P0810MV,P0810,"2008-10-25 01:38:14",32.826403,-120.709693,Afront,692,69,2,80,5.02,0.08,0.22,
P0810MV,P0810,"2008-10-25 02:36:25",32.85152,-120.710592,Afront,697,70,9,2,32.51,0.00,14.57,
P0810MV,P0810,"2008-10-25 02:36:25",32.85152,-120.710592,Afront,697,70,8,10,30.28,0.00,25.06,
P0810MV,P0810,"2008-10-25 02:36:25",32.85152,-120.710592,Afront,697,70,6,22,25.59,0.00,10.87,
P0810MV,P0810,"2008-10-25 02:36:25",32.85152,-120.710592,Afront,697,70,5,30,22.99,0.00,8.20,
P0810MV,P0810,"2008-10-25 02:36:25",32.85152,-120.710592,Afront,697,70,4,40,18.40,0.06,2.80,
P0810MV,P0810,"2008-10-25 02:36:25",32.85152,-120.710592,Afront,697,70,3,50,13.47,0.11,1.12,
P0810MV,P0810,"2008-10-25 02:36:25",32.85152,-120.710592,Afront,697,70,2,80,6.16,0.07,0.21,
P0810MV,P0810,"2008-10-25 03:41:37",32.896508,-120.708115,Afront,702,71,9,2,28.11,0.00,10.28,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,71,8,8,25.09,0.00,12.46,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,71,6,15,24.29,0.00,11.47,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,71,5,25,23.65,0.00,6.80,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,71,4,35,15.22,0.12,2.24,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,71,3,50,7.30,0.12,0.35,
P0810MV,P0810,"2008-10-24 23:47:43",32.776145,-120.707695,Afront,682,71,2,80,4.64,0.03,0.16,
P0810MV,P0810,"2008-10-26 01:23:31",32.597023,-120.561395,"Cycle 6",726,73,23,5,8.97,4.01,1.45,
P0810MV,P0810,"2008-10-26 01:23:31",32.597023,-120.561395,"Cycle 6",726,73,20,12,8.72,4.17,1.46,
P0810MV,P0810,"2008-10-26 01:23:31",32.597023,-120.561395,"Cycle 6",726,73,17,20,8.79,4.12,1.44,
P0810MV,P0810,"2008-10-26 01:23:31",32.597023,-120.561395,"Cycle 6",726,73,14,30,9.20,4.47,2.14,
P0810MV,P0810,"2008-10-26 01:23:31",32.597023,-120.561395,"Cycle 6",726,73,11,35,8.68,0.85,1.59,
P0810MV,P0810,"2008-10-26 01:23:31",32.597023,-120.561395,"Cycle 6",726,73,8,40,7.32,1.17,0.62,
P0810MV,P0810,"2008-10-26 01:23:31",32.597023,-120.561395,"Cycle 6",726,73,5,50,4.66,0.59,0.12,
P0810MV,P0810,"2008-10-26 01:23:31",32.597023,-120.561395,"Cycle 6",726,73,2,60,3.50,0.69,0.07,
P0810MV,P0810,"2008-10-27 00:35:22",32.569613,-120.328285,"Cycle 6",762,76,22,5,10.14,7.05,1.78,
P0810MV,P0810,"2008-10-27 00:35:22",32.569613,-120.328285,"Cycle 6",762,76,20,12,10.51,7.80,1.88,
P0810MV,P0810,"2008-10-27 00:35:22",32.569613,-120.328285,"Cycle 6",762,76,17,20,10.54,8.57,2.11,
P0810MV,P0810,"2008-10-27 00:35:22",32.569613,-120.328285,"Cycle 6",762,76,14,30,7.75,4.43,0.49,
P0810MV,P0810,"2008-10-27 00:35:22",32.569613,-120.328285,"Cycle 6",762,76,11,35,6.12,1.10,0.22,
P0810MV,P0810,"2008-10-27 00:35:22",32.569613,-120.328285,"Cycle 6",762,76,8,40,5.53,0.91,0.19,
P0810MV,P0810,"2008-10-27 00:35:22",32.569613,-120.328285,"Cycle 6",762,76,5,50,5.12,0.68,0.13,
P0810MV,P0810,"2008-10-27 00:35:22",32.569613,-120.328285,"Cycle 6",762,76,2,60,4.81,0.60,0.10,
P0810MV,P0810,"2008-10-28 03:51:43",32.494082,-120.111585,"Cycle 6",798,78,23,5,11.33,5.43,1.72,
P0810MV,P0810,"2008-10-28 03:51:43",32.494082,-120.111585,"Cycle 6",798,78,21,12,11.74,5.40,1.82,
P0810MV,P0810,"2008-10-28 03:51:43",32.494082,-120.111585,"Cycle 6",798,78,19,20,11.77,5.36,1.68,
P0810MV,P0810,"2008-10-28 03:51:43",32.494082,-120.111585,"Cycle 6",798,78,17,30,11.94,5.25,1.72,
P0810MV,P0810,"2008-10-28 03:51:43",32.494082,-120.111585,"Cycle 6",798,78,15,35,10.92,4.80,1.82,
P0810MV,P0810,"2008-10-28 03:51:43",32.494082,-120.111585,"Cycle 6",798,78,13,40,11.53,4.54,1.72,
P0810MV,P0810,"2008-10-28 03:51:43",32.494082,-120.111585,"Cycle 6",798,78,11,50,5.98,1.27,0.27,
P0810MV,P0810,"2008-10-28 03:51:43",32.494082,-120.111585,"Cycle 6",798,78,9,60,5.02,0.79,0.11,
P0904NH,P0904,"2009-04-25 01:08:32",,,"Cycle 1",27,9,,5,3.42,0.00,0.17,
P0904NH,P0904,"2009-04-25 01:08:32",,,"Cycle 1",27,9,,12,3.32,0.00,0.20,
P0904NH,P0904,"2009-04-25 01:08:32",,,"Cycle 1",27,9,,20,2.97,0.00,0.22,
P0904NH,P0904,"2009-04-25 01:08:32",,,"Cycle 1",27,9,,30,3.02,0.00,0.15,
P0904NH,P0904,"2009-04-25 01:08:32",,,"Cycle 1",27,9,,40,1.99,0.00,0.10,
P0904NH,P0904,"2009-04-25 01:08:32",,,"Cycle 1",27,9,,50,1.83,0.00,0.07,
P0904NH,P0904,"2009-04-26 01:15:04",34.10851,-121.7349,"Cycle 1",53,12,,5,3.88,0.00,0.27,
P0904NH,P0904,"2009-04-26 01:15:04",34.10851,-121.7349,"Cycle 1",53,12,,12,3.92,0.00,0.23,
P0904NH,P0904,"2009-04-26 01:15:04",34.10851,-121.7349,"Cycle 1",53,12,,20,3.54,0.00,0.17,
P0904NH,P0904,"2009-04-26 01:15:04",34.10851,-121.7349,"Cycle 1",53,12,,30,3.17,0.00,0.18,
P0904NH,P0904,"2009-04-26 01:15:04",34.10851,-121.7349,"Cycle 1",53,12,,40,3.21,0.00,0.16,
P0904NH,P0904,"2009-04-26 01:15:04",34.10851,-121.7349,"Cycle 1",53,12,,50,2.57,0.00,0.07,
P0904NH,P0904,"2009-04-27 01:11:22",33.97485,-121.6639,"Cycle 1",66,14,,5,10.27,0.00,0.97,
P0904NH,P0904,"2009-04-27 01:11:22",33.97485,-121.6639,"Cycle 1",66,14,,12,10.77,0.00,0.95,
P0904NH,P0904,"2009-04-27 01:11:22",33.97485,-121.6639,"Cycle 1",66,14,,20,10.53,0.00,0.97,
P0904NH,P0904,"2009-04-27 01:11:22",33.97485,-121.6639,"Cycle 1",66,14,,30,10.66,0.00,0.99,
P0904NH,P0904,"2009-04-27 01:11:22",33.97485,-121.6639,"Cycle 1",66,14,,40,11.59,0.00,1.14,
P0904NH,P0904,"2009-04-27 01:11:22",33.97485,-121.6639,"Cycle 1",66,14,,50,5.59,0.00,0.16,
P0904NH,P0904,"2009-04-28 00:55:38",34.04726,-122.1608,"Cycle 2",82,16,,5,3.19,2.36,0.53,
P0904NH,P0904,"2009-04-28 00:55:38",34.04726,-122.1608,"Cycle 2",82,16,,20,3.20,2.26,0.60,
P0904NH,P0904,"2009-04-28 00:55:38",34.04726,-122.1608,"Cycle 2",82,16,,40,3.05,2.31,0.62,
P0904NH,P0904,"2009-04-28 00:55:38",34.04726,-122.1608,"Cycle 2",82,16,,50,2.89,2.32,0.29,
P0904NH,P0904,"2009-04-28 00:55:38",34.04726,-122.1608,"Cycle 2",82,16,,60,2.31,1.56,0.08,
P0904NH,P0904,"2009-04-28 00:55:38",34.04726,-122.1608,"Cycle 2",82,16,,70,1.99,1.33,0.05,
P0904NH,P0904,"2009-04-29 01:09:20",34.0265,-121.8401,"Cycle 2",111,19,,5,3.56,1.38,0.58,
P0904NH,P0904,"2009-04-29 01:09:20",34.0265,-121.8401,"Cycle 2",111,19,,20,3.74,1.53,0.57,
P0904NH,P0904,"2009-04-29 01:09:20",34.0265,-121.8401,"Cycle 2",111,19,,40,3.74,1.56,0.59,
P0904NH,P0904,"2009-04-29 01:09:20",34.0265,-121.8401,"Cycle 2",111,19,,50,3.67,1.53,0.56,
P0904NH,P0904,"2009-04-29 01:09:20",34.0265,-121.8401,"Cycle 2",111,19,,60,2.61,0.61,0.11,
P0904NH,P0904,"2009-04-29 01:09:20",34.0265,-121.8401,"Cycle 2",111,19,,70,2.22,0.21,0.04,
P0904NH,P0904,"2009-04-30 01:58:21",33.7813,-121.5889,"Cycle 2",124,21,,5,7.01,3.64,1.77,
P0904NH,P0904,"2009-04-30 01:58:21",33.7813,-121.5889,"Cycle 2",124,21,,20,8.04,3.44,1.72,
P0904NH,P0904,"2009-04-30 01:58:21",33.7813,-121.5889,"Cycle 2",124,21,,40,7.95,3.38,1.56,
P0904NH,P0904,"2009-04-30 01:58:21",33.7813,-121.5889,"Cycle 2",124,21,,50,7.66,3.41,1.65,
P0904NH,P0904,"2009-04-30 01:58:21",33.7813,-121.5889,"Cycle 2",124,21,,60,7.13,3.39,1.37,
P0904NH,P0904,"2009-04-30 01:58:21",33.7813,-121.5889,"Cycle 2",124,21,,70,7.59,2.93,1.48,
P0904NH,P0904,"2009-04-30 20:17:19",33.93739,-121.5706,FRONT,131,23,,5,8.47,3.09,1.52,
P0904NH,P0904,"2009-04-30 20:17:19",33.93739,-121.5706,FRONT,131,23,,20,9.06,3.46,1.60,
P0904NH,P0904,"2009-04-30 20:17:19",33.93739,-121.5706,FRONT,131,23,,30,9.89,3.31,1.88,
P0904NH,P0904,"2009-04-30 20:17:19",33.93739,-121.5706,FRONT,131,23,,40,7.75,1.71,0.80,
P0904NH,P0904,"2009-04-30 20:17:19",33.93739,-121.5706,FRONT,131,23,,55,11.06,0.00,2.33,
P0904NH,P0904,"2009-04-30 20:17:19",33.93739,-121.5706,FRONT,131,23,,80,7.85,0.00,0.95,
P0904NH,P0904,"2009-04-30 21:15:22",33.96789,-121.5375,FRONT,133,24,,5,10.73,0.00,2.00,
P0904NH,P0904,"2009-04-30 21:15:22",33.96789,-121.5375,FRONT,133,24,,20,10.98,0.00,1.93,
P0904NH,P0904,"2009-04-30 21:15:22",33.96789,-121.5375,FRONT,133,24,,35,10.23,0.00,2.07,
P0904NH,P0904,"2009-04-30 21:15:22",33.96789,-121.5375,FRONT,133,24,,50,10.36,0.00,1.77,
P0904NH,P0904,"2009-04-30 21:15:22",33.96789,-121.5375,FRONT,133,24,,65,10.39,0.00,1.51,
P0904NH,P0904,"2009-04-30 21:15:22",33.96789,-121.5375,FRONT,133,24,,80,8.18,0.00,0.79,
P0904NH,P0904,"2009-04-30 22:17:15",33.99467,-121.499,FRONT,136,25,,5,10.52,2.01,1.98,
P0904NH,P0904,"2009-04-30 22:17:15",33.99467,-121.499,FRONT,136,25,,15,10.82,1.93,2.07,
P0904NH,P0904,"2009-04-30 22:17:15",33.99467,-121.499,FRONT,136,25,,30,10.70,0.00,2.26,
P0904NH,P0904,"2009-04-30 22:17:15",33.99467,-121.499,FRONT,136,25,,40,10.28,0.00,1.69,
P0904NH,P0904,"2009-04-30 22:17:15",33.99467,-121.499,FRONT,136,25,,50,12.35,0.00,2.49,
P0904NH,P0904,"2009-04-30 22:17:15",33.99467,-121.499,FRONT,136,25,,60,8.27,0.00,0.74,
P0904NH,P0904,"2009-04-30 23:40:00",34.0215,-121.4617,FRONT,141,26,,5,10.19,0.00,2.08,
P0904NH,P0904,"2009-04-30 23:40:00",34.0215,-121.4617,FRONT,141,26,,15,11.10,0.00,2.49,
P0904NH,P0904,"2009-04-30 23:40:00",34.0215,-121.4617,FRONT,141,26,,20,12.38,0.00,2.90,
P0904NH,P0904,"2009-04-30 23:40:00",34.0215,-121.4617,FRONT,141,26,,30,9.17,0.00,1.67,
P0904NH,P0904,"2009-04-30 23:40:00",34.0215,-121.4617,FRONT,141,26,,40,8.05,0.00,0.94,
P0904NH,P0904,"2009-04-30 23:40:00",34.0215,-121.4617,FRONT,141,26,,70,6.06,0.00,0.20,
P0904NH,P0904,"2009-05-01 00:47:58",34.05841,-121.4241,FRONT,144,27,,10,10.55,0.00,0.59,
P0904NH,P0904,"2009-05-01 00:47:58",34.05841,-121.4241,FRONT,144,27,,25,10.54,0.00,0.55,
P0904NH,P0904,"2009-05-01 00:47:58",34.05841,-121.4241,FRONT,144,27,,40,10.63,0.00,0.75,
P0904NH,P0904,"2009-05-01 00:47:58",34.05841,-121.4241,FRONT,144,27,,55,9.26,0.00,0.42,
P0904NH,P0904,"2009-05-01 00:47:58",34.05841,-121.4241,FRONT,144,27,,70,7.99,0.00,0.34,
P0904NH,P0904,"2009-05-01 00:47:58",34.05841,-121.4241,FRONT,144,27,,85,7.84,0.00,0.28,
P0904NH,P0904,"2009-05-01 01:55:26",34.08759,-121.3827,FRONT,147,28,,10,11.16,0.00,0.57,
P0904NH,P0904,"2009-05-01 01:55:26",34.08759,-121.3827,FRONT,147,28,,20,11.60,0.00,0.56,
P0904NH,P0904,"2009-05-01 01:55:26",34.08759,-121.3827,FRONT,147,28,,40,10.71,0.00,0.56,
P0904NH,P0904,"2009-05-01 01:55:26",34.08759,-121.3827,FRONT,147,28,,55,10.51,0.00,0.54,
P0904NH,P0904,"2009-05-01 01:55:26",34.08759,-121.3827,FRONT,147,28,,70,7.29,0.00,0.25,
P0904NH,P0904,"2009-05-01 01:55:26",34.08759,-121.3827,FRONT,147,28,,85,8.88,0.00,0.29,
P0904NH,P0904,"2009-05-01 03:15:58",34.12471,-121.3427,FRONT,150,29,,10,10.75,0.00,0.98,
P0904NH,P0904,"2009-05-01 03:15:58",34.12471,-121.3427,FRONT,150,29,,25,12.79,0.00,0.80,
P0904NH,P0904,"2009-05-01 03:15:58",34.12471,-121.3427,FRONT,150,29,,40,12.25,0.00,0.57,
P0904NH,P0904,"2009-05-01 03:15:58",34.12471,-121.3427,FRONT,150,29,,55,13.67,0.00,0.56,
P0904NH,P0904,"2009-05-01 03:15:58",34.12471,-121.3427,FRONT,150,29,,60,12.59,0.00,0.54,
P0904NH,P0904,"2009-05-01 03:15:58",34.12471,-121.3427,FRONT,150,29,,70,8.13,0.00,0.34,
P0904NH,P0904,"2009-05-01 19:58:11",34.09097,-121.3749,FRONT,182,44,,10,7.85,0.00,0.76,
P0904NH,P0904,"2009-05-01 19:58:11",34.09097,-121.3749,FRONT,182,44,,20,8.12,0.00,0.77,
P0904NH,P0904,"2009-05-01 19:58:11",34.09097,-121.3749,FRONT,182,44,,40,8.81,0.00,0.76,
P0904NH,P0904,"2009-05-01 19:58:11",34.09097,-121.3749,FRONT,182,44,,60,8.10,0.00,0.36,
P0904NH,P0904,"2009-05-01 19:58:11",34.09097,-121.3749,FRONT,182,44,,80,7.19,0.00,0.28,
P0904NH,P0904,"2009-05-01 19:58:11",34.09097,-121.3749,FRONT,182,44,,100,8.40,0.00,0.33,
P0904NH,P0904,"2009-05-01 23:38:01",34.02152,-121.4507,FRONT,188,46,,15,13.39,0.00,6.82,
P0904NH,P0904,"2009-05-01 23:38:01",34.02152,-121.4507,FRONT,188,46,,25,11.26,0.00,2.60,
P0904NH,P0904,"2009-05-01 23:38:01",34.02152,-121.4507,FRONT,188,46,,40,7.44,0.00,0.56,
