studyName,Cruise,"Cycle (Event Log)","Datetime PST (Event Log)","Latitude (Event Log) (º)","Longitude (Event Log) (º)","Event Number","Cast Number","Bottle Number","Depth (m)","Heterotrophic Bacteria (number/ml)","Prochlorococcus (number/ml)","Synechococcus (number/ml)","Picoeukaryotes (number/ml)",Notes
P1106MV,P1106,"Upfront 3","2011-07-15 19:48:00",33.60232,-120.85445,610,66,4,40,1621791,14831,32471,7166,
P1106MV,P1106,"Upfront 3","2011-07-15 19:48:00",33.60232,-120.85445,610,66,3,50,1197433,4029,8321,1956,
P1106MV,P1106,"Upfront 3","2011-07-15 19:48:00",33.60232,-120.85445,610,66,2,65,845998,2244,3439,1024,
P1106MV,P1106,"Upfront 3","2011-07-15 20:55:00",33.59142,-120.89128,616,67,8,0,1399073,68775,106890,30083,
P1106MV,P1106,"Upfront 3","2011-07-15 20:55:00",33.59142,-120.89128,616,67,7,10,1286670,74498,97020,28586,
P1106MV,P1106,"Upfront 3","2011-07-15 20:55:00",33.59142,-120.89128,616,67,6,20,1053465,58183,97112,29046,
P1106MV,P1106,"Upfront 3","2011-07-15 20:55:00",33.59142,-120.89128,616,67,5,30,1358136,68801,98713,25896,
P1106MV,P1106,"Upfront 3","2011-07-15 20:55:00",33.59142,-120.89128,616,67,4,40,1085280,63866,84683,21249,
P1106MV,P1106,"Upfront 3","2011-07-15 20:55:00",33.59142,-120.89128,616,67,3,50,896831,4659,18533,5171,
P1106MV,P1106,"Upfront 3","2011-07-15 20:55:00",33.59142,-120.89128,616,67,2,60,535487,1943,3242,1221,
P1106MV,P1106,"Upfront 3","2011-07-15 21:49:00",33.58563,-120.91035,622,68,8,0,2306443,92978,103766,14976,
P1106MV,P1106,"Upfront 3","2011-07-15 21:49:00",33.58563,-120.91035,622,68,7,10,2349126,89539,101089,15986,
P1106MV,P1106,"Upfront 3","2011-07-15 21:49:00",33.58563,-120.91035,622,68,6,20,2290811,65756,105197,15684,
P1106MV,P1106,"Upfront 3","2011-07-15 21:49:00",33.58563,-120.91035,622,68,5,30,2121761,45649,102808,14123,
P1106MV,P1106,"Upfront 3","2011-07-15 21:49:00",33.58563,-120.91035,622,68,4,43,2089815,41121,86494,10579,
P1106MV,P1106,"Upfront 3","2011-07-15 21:49:00",33.58563,-120.91035,622,68,3,50,740828,2914,4161,971,
P1106MV,P1106,"Upfront 3","2011-07-15 21:49:00",33.58563,-120.91035,622,68,2,60,1113643,8873,16761,2704,
P1106MV,P1106,"Upfront 3","2011-07-15 22:45:00",33.58008,-120.92855,628,69,8,0,1754773,81559,117023,41934,
P1106MV,P1106,"Upfront 3","2011-07-15 22:45:00",33.58008,-120.92855,628,69,7,10,1501946,82701,113873,41593,
P1106MV,P1106,"Upfront 3","2011-07-15 22:45:00",33.58008,-120.92855,628,69,6,20,1584069,79656,104318,34256,
P1106MV,P1106,"Upfront 3","2011-07-15 22:45:00",33.58008,-120.92855,628,69,5,30,1204796,78041,86756,29387,
P1106MV,P1106,"Upfront 3","2011-07-15 22:45:00",33.58008,-120.92855,628,69,4,40,1065842,57842,39821,10868,
P1106MV,P1106,"Upfront 3","2011-07-15 22:45:00",33.58008,-120.92855,628,69,3,50,266884,4344,4607,4318,
P1106MV,P1106,"Upfront 3","2011-07-15 22:45:00",33.58008,-120.92855,628,69,2,60,326603,3255,2153,2166,
P1106MV,P1106,"Upfront 3","2011-07-15 23:45:00",33.57392,-120.94905,634,70,8,0,1760955,116537,109121,24714,
P1106MV,P1106,"Upfront 3","2011-07-15 23:45:00",33.57392,-120.94905,634,70,7,10,2250728,96692,121551,22523,
P1106MV,P1106,"Upfront 3","2011-07-15 23:45:00",33.57392,-120.94905,634,70,6,20,2519698,69392,125738,20567,
P1106MV,P1106,"Upfront 3","2011-07-15 23:45:00",33.57392,-120.94905,634,70,5,30,2317494,55112,98201,15435,
P1106MV,P1106,"Upfront 3","2011-07-15 23:45:00",33.57392,-120.94905,634,70,4,40,1561166,20882,44100,7140,
P1106MV,P1106,"Upfront 3","2011-07-15 23:45:00",33.57392,-120.94905,634,70,3,50,963979,4725,6536,3938,
P1106MV,P1106,"Upfront 3","2011-07-15 23:45:00",33.57392,-120.94905,634,70,2,60,712937,2796,3321,1234,
P1106MV,P1106,"Upfront 3","2011-07-16 00:44:00",33.56857,-120.96665,640,71,8,0,1372455,104291,94789,36304,
P1106MV,P1106,"Upfront 3","2011-07-16 00:44:00",33.56857,-120.96665,640,71,7,10,1247715,117784,100236,35910,
P1106MV,P1106,"Upfront 3","2011-07-16 00:44:00",33.56857,-120.96665,640,71,6,20,542719,16078,104173,25738,
P1106MV,P1106,"Upfront 3","2011-07-16 00:44:00",33.56857,-120.96665,640,71,5,30,1604925,95629,132484,33521,
P1106MV,P1106,"Upfront 3","2011-07-16 00:44:00",33.56857,-120.96665,640,71,4,40,533571,34204,25161,20764,
P1106MV,P1106,"Upfront 3","2011-07-16 00:44:00",33.56857,-120.96665,640,71,3,50,419843,28980,12219,17916,
P1106MV,P1106,"Upfront 3","2011-07-16 00:44:00",33.56857,-120.96665,640,71,2,60,286493,2166,2993,4856,
P1106MV,P1106,"Upfront 3","2011-07-16 01:51:00",33.5588,-120.99913,646,72,8,0,833871,33377,29111,35044,
P1106MV,P1106,"Upfront 3","2011-07-16 01:51:00",33.5588,-120.99913,646,72,7,10,789219,34834,22785,38574,
P1106MV,P1106,"Upfront 3","2011-07-16 01:51:00",33.5588,-120.99913,646,72,6,20,667643,62685,22365,30411,
P1106MV,P1106,"Upfront 3","2011-07-16 01:51:00",33.5588,-120.99913,646,72,5,30,694457,43903,12101,21735,
P1106MV,P1106,"Upfront 3","2011-07-16 01:51:00",33.5588,-120.99913,646,72,4,40,749897,14241,3662,10723,
P1106MV,P1106,"Upfront 3","2011-07-16 01:51:00",33.5588,-120.99913,646,72,3,50,614998,5854,3504,15593,
P1106MV,P1106,"Upfront 3","2011-07-16 01:51:00",33.5588,-120.99913,646,72,2,60,649084,2021,1378,1824,
P1106MV,P1106,"Upfront 3","2011-07-16 02:53:00",33.55123,-121.02277,652,73,8,0,922819,82149,21971,28980,
P1106MV,P1106,"Upfront 3","2011-07-16 02:53:00",33.55123,-121.02277,652,73,7,10,843334,80863,25607,28494,
P1106MV,P1106,"Upfront 3","2011-07-16 02:53:00",33.55123,-121.02277,652,73,6,20,752430,63105,25764,23153,
P1106MV,P1106,"Upfront 3","2011-07-16 02:53:00",33.55123,-121.02277,652,73,5,30,540343,63039,21394,10841,
P1106MV,P1106,"Upfront 3","2011-07-16 02:53:00",33.55123,-121.02277,652,73,4,40,522953,29256,6891,8886,
P1106MV,P1106,"Upfront 3","2011-07-16 02:53:00",33.55123,-121.02277,652,73,3,50,504643,9122,1667,7508,
P1106MV,P1106,"Upfront 3","2011-07-16 02:53:00",33.55123,-121.02277,652,73,2,60,343718,1693,971,906,
P1106MV,P1106,"Upfront 3","2011-07-16 03:58:00",33.54292,-121.05122,658,74,8,0,876868,99068,21801,16170,
P1106MV,P1106,"Upfront 3","2011-07-16 03:58:00",33.54292,-121.05122,658,74,7,15,909248,87006,22877,24885,
P1106MV,P1106,"Upfront 3","2011-07-16 03:58:00",33.54292,-121.05122,658,74,6,25,1078468,85929,22798,36356,
P1106MV,P1106,"Upfront 3","2011-07-16 03:58:00",33.54292,-121.05122,658,74,5,35,1144159,57448,21722,37577,
P1106MV,P1106,"Upfront 3","2011-07-16 03:58:00",33.54292,-121.05122,658,74,4,45,537193,52395,10277,9096,
P1106MV,P1106,"Upfront 3","2011-07-16 03:58:00",33.54292,-121.05122,658,74,3,55,442785,29006,2481,3426,
P1106MV,P1106,"Upfront 3","2011-07-16 03:58:00",33.54292,-121.05122,658,74,2,70,399866,12508,814,1208,
P1106MV,P1106,"Upfront 3","2011-07-16 05:02:00",33.53062,-121.08895,664,75,8,0,767681,115684,15251,9503,
P1106MV,P1106,"Upfront 3","2011-07-16 05:02:00",33.53062,-121.08895,664,75,7,15,794798,113768,14057,8426,
P1106MV,P1106,"Upfront 3","2011-07-16 05:02:00",33.53062,-121.08895,664,75,6,25,799877,105446,25331,12587,
P1106MV,P1106,"Upfront 3","2011-07-16 05:02:00",33.53062,-121.08895,664,75,5,35,708448,105026,31054,16223,
P1106MV,P1106,"Upfront 3","2011-07-16 05:02:00",33.53062,-121.08895,664,75,4,45,498199,51699,9581,6129,
P1106MV,P1106,"Upfront 3","2011-07-16 05:02:00",33.53062,-121.08895,664,75,3,55,468208,32655,2363,3098,
P1106MV,P1106,"Upfront 3","2011-07-16 05:02:00",33.53062,-121.08895,664,75,2,70,376491,6523,368,578,
P1208MV,P1208,EFRONT1,"2012-08-04 14:04:40",34.60085,-123.0814,85,3,7,2,598238,164968,6405,4305,
P1208MV,P1208,EFRONT1,"2012-08-04 14:04:40",34.60085,-123.0814,85,3,6,19,593316,149244,4331,3045,
P1208MV,P1208,EFRONT1,"2012-08-04 14:04:40",34.60085,-123.0814,85,3,5,34,595179,130568,3754,4226,
P1208MV,P1208,EFRONT1,"2012-08-04 14:04:40",34.60085,-123.0814,85,3,4,45,727374,277843,18441,20199,
P1208MV,P1208,EFRONT1,"2012-08-04 14:04:40",34.60085,-123.0814,85,3,3,55,624724,153418,9516,15501,
P1208MV,P1208,EFRONT1,"2012-08-04 14:04:40",34.60085,-123.0814,85,3,2,70,425381,41698,1536,4344,
P1208MV,P1208,EFRONT1,"2012-08-04 18:38:59",34.59336,-122.9922,92,4,7,2,551001,119280,2678,3898,
P1208MV,P1208,EFRONT1,"2012-08-04 18:38:59",34.59336,-122.9922,92,4,6,19,533098,117666,2507,3058,
P1208MV,P1208,EFRONT1,"2012-08-04 18:38:59",34.59336,-122.9922,92,4,5,39,514789,118178,2769,2796,
P1208MV,P1208,EFRONT1,"2012-08-04 18:38:59",34.59336,-122.9922,92,4,4,50,617439,176400,7245,3728,
P1208MV,P1208,EFRONT1,"2012-08-04 18:38:59",34.59336,-122.9922,92,4,3,59,664059,199369,15540,9371,
P1208MV,P1208,EFRONT1,"2012-08-04 18:38:59",34.59336,-122.9922,92,4,2,80,358562,93279,2783,6759,
P1208MV,P1208,EFRONT1,"2012-08-04 20:23:34",34.58741,-122.9015,97,5,8,2,652181,141264,6654,7193,
P1208MV,P1208,EFRONT1,"2012-08-04 20:23:34",34.58741,-122.9015,97,5,7,20,806544,131303,15159,9608,
P1208MV,P1208,EFRONT1,"2012-08-04 20:23:34",34.58741,-122.9015,97,5,6,29,1230495,112993,39808,16209,
P1208MV,P1208,EFRONT1,"2012-08-04 20:23:34",34.58741,-122.9015,97,5,5,39,1508128,109581,45413,18664,
P1208MV,P1208,EFRONT1,"2012-08-04 20:23:34",34.58741,-122.9015,97,5,4,50,779244,88699,8859,10356,
P1208MV,P1208,EFRONT1,"2012-08-04 20:23:34",34.58741,-122.9015,97,5,3,57,1450103,17588,16524,25200,
P1208MV,P1208,EFRONT1,"2012-08-04 20:23:34",34.58741,-122.9015,97,5,2,69,496676,14175,2769,2087,
P1208MV,P1208,EFRONT1,"2012-08-04 22:19:04",34.58648,-122.8828,104,6,8,2,612465,144979,7337,5775,
P1208MV,P1208,EFRONT1,"2012-08-04 22:19:04",34.58648,-122.8828,104,6,7,20,707280,131985,22864,11393,
P1208MV,P1208,EFRONT1,"2012-08-04 22:19:04",34.58648,-122.8828,104,6,6,40,1199271,81021,56490,19438,
P1208MV,P1208,EFRONT1,"2012-08-04 22:19:04",34.58648,-122.8828,104,6,5,52,1608128,77569,54456,20580,
P1208MV,P1208,EFRONT1,"2012-08-04 22:19:04",34.58648,-122.8828,104,6,4,60,607793,94828,11931,10644,
P1208MV,P1208,EFRONT1,"2012-08-04 22:19:04",34.58648,-122.8828,104,6,3,72,1017765,13532,4358,4436,
P1208MV,P1208,EFRONT1,"2012-08-04 22:19:04",34.58648,-122.8828,104,6,2,80,935038,1903,2100,1811,
P1208MV,P1208,EFRONT1,"2012-08-04 23:37:29",34.58463,-122.8658,110,7,8,2,635618,169601,10198,6497,
P1208MV,P1208,EFRONT1,"2012-08-04 23:37:29",34.58463,-122.8658,110,7,7,20,733596,160086,28770,12298,
P1208MV,P1208,EFRONT1,"2012-08-04 23:37:29",34.58463,-122.8658,110,7,6,40,1267508,92348,56595,21236,
P1208MV,P1208,EFRONT1,"2012-08-04 23:37:29",34.58463,-122.8658,110,7,5,51,1468569,56136,64286,23021,
P1208MV,P1208,EFRONT1,"2012-08-04 23:37:29",34.58463,-122.8658,110,7,4,58,1477626,58958,45793,17535,
P1208MV,P1208,EFRONT1,"2012-08-04 23:37:29",34.58463,-122.8658,110,7,3,67,1220166,26998,8111,5906,
P1208MV,P1208,EFRONT1,"2012-08-04 23:37:29",34.58463,-122.8658,110,7,2,78,1173808,1838,3859,3294,
P1208MV,P1208,EFRONT1,"2012-08-05 00:44:24",34.58364,-122.8477,115,8,8,1,614079,172056,13978,7599,
P1208MV,P1208,EFRONT1,"2012-08-05 00:44:24",34.58364,-122.8477,115,8,7,19,739134,172003,30831,12416,
P1208MV,P1208,EFRONT1,"2012-08-05 00:44:24",34.58364,-122.8477,115,8,6,34,1251351,74406,58498,20724,
P1208MV,P1208,EFRONT1,"2012-08-05 00:44:24",34.58364,-122.8477,115,8,5,55,1420414,61766,47618,16787,
P1208MV,P1208,EFRONT1,"2012-08-05 00:44:24",34.58364,-122.8477,115,8,4,63,572119,75928,9503,8138,
P1208MV,P1208,EFRONT1,"2012-08-05 00:44:24",34.58364,-122.8477,115,8,3,71,1479608,8164,9214,6221,
P1208MV,P1208,EFRONT1,"2012-08-05 00:44:24",34.58364,-122.8477,115,8,2,79,1301659,2061,5775,2993,
P1208MV,P1208,EFRONT1,"2012-08-05 01:48:56",34.58232,-122.8301,120,9,8,2,580296,170008,13283,7284,
P1208MV,P1208,EFRONT1,"2012-08-05 01:48:56",34.58232,-122.8301,120,9,7,21,961104,133652,42840,19464,
P1208MV,P1208,EFRONT1,"2012-08-05 01:48:56",34.58232,-122.8301,120,9,6,40,1560904,53603,59798,19714,
P1208MV,P1208,EFRONT1,"2012-08-05 01:48:56",34.58232,-122.8301,120,9,5,49,792068,67646,16721,9411,
P1208MV,P1208,EFRONT1,"2012-08-05 01:48:56",34.58232,-122.8301,120,9,4,59,711992,39165,5250,5814,
P1208MV,P1208,EFRONT1,"2012-08-05 01:48:56",34.58232,-122.8301,120,9,3,70,1408916,2743,6195,3347,
P1208MV,P1208,EFRONT1,"2012-08-05 01:48:56",34.58232,-122.8301,120,9,2,79,1061983,1536,2638,2402,
P1208MV,P1208,EFRONT1,"2012-08-05 03:02:42",34.57978,-122.7939,125,10,8,2,289459,187793,9818,10539,
P1208MV,P1208,EFRONT1,"2012-08-05 03:02:42",34.57978,-122.7939,125,10,7,14,373551,174366,26250,17824,
P1208MV,P1208,EFRONT1,"2012-08-05 03:02:42",34.57978,-122.7939,125,10,5,39,678733,73539,23966,14306,
P1208MV,P1208,EFRONT1,"2012-08-05 03:02:42",34.57978,-122.7939,125,10,4,48,403226,31487,6339,5919,
P1208MV,P1208,EFRONT1,"2012-08-05 03:02:42",34.57978,-122.7939,125,10,3,59,415551,13151,3203,2993,
P1208MV,P1208,EFRONT1,"2012-08-05 03:02:42",34.57978,-122.7939,125,10,2,79,205787,4935,341,1050,
P1208MV,P1208,EFRONT1,"2012-08-05 04:07:51",34.57828,-122.7737,129,11,8,1,795021,165309,29689,12705,
P1208MV,P1208,EFRONT1,"2012-08-05 04:07:51",34.57828,-122.7737,129,11,7,14,1248818,94553,44743,21656,
P1208MV,P1208,EFRONT1,"2012-08-05 04:07:51",34.57828,-122.7737,129,11,6,23,2436971,30122,82373,29282,
P1208MV,P1208,EFRONT1,"2012-08-05 04:07:51",34.57828,-122.7737,129,11,5,35,1859445,25069,28127,10579,
P1208MV,P1208,EFRONT1,"2012-08-05 04:07:51",34.57828,-122.7737,129,11,4,49,1081198,24071,11852,6221,
P1208MV,P1208,EFRONT1,"2012-08-05 04:07:51",34.57828,-122.7737,129,11,3,60,1342346,2743,4213,2769,
P1208MV,P1208,EFRONT1,"2012-08-05 04:07:51",34.57828,-122.7737,129,11,2,79,698841,1536,696,984,
P1208MV,P1208,EFRONT1,"2012-08-05 05:08:46",34.57457,-122.7409,134,12,8,2,1403023,115907,43418,17036,
P1208MV,P1208,EFRONT1,"2012-08-05 05:08:46",34.57457,-122.7409,134,12,7,10,1606172,98569,46371,18441,
P1208MV,P1208,EFRONT1,"2012-08-05 05:08:46",34.57457,-122.7409,134,12,6,19,3142401,18572,61622,22680,
P1208MV,P1208,EFRONT1,"2012-08-05 05:08:46",34.57457,-122.7409,134,12,5,32,3471654,16892,23927,11694,
P1208MV,P1208,EFRONT1,"2012-08-05 05:08:46",34.57457,-122.7409,134,12,4,43,3028948,14543,16892,9568,
P1208MV,P1208,EFRONT1,"2012-08-05 05:08:46",34.57457,-122.7409,134,12,3,53,3028029,11996,13230,8334,
P1208MV,P1208,EFRONT1,"2012-08-05 05:08:46",34.57457,-122.7409,134,12,2,69,623963,1391,433,722,
P1208MV,P1208,EFRONT1,"2012-08-05 07:05:17",34.57299,-122.6995,141,13,8,2,3817393,13164,333703,46778,
P1208MV,P1208,EFRONT1,"2012-08-05 07:05:17",34.57299,-122.6995,141,13,7,14,3913652,11904,226078,39861,
P1208MV,P1208,EFRONT1,"2012-08-05 07:05:17",34.57299,-122.6995,141,13,6,24,3757674,12088,26198,13414,
P1208MV,P1208,EFRONT1,"2012-08-05 07:05:17",34.57299,-122.6995,141,13,5,34,3385449,10631,12626,9463,
P1208MV,P1208,EFRONT1,"2012-08-05 07:05:17",34.57299,-122.6995,141,13,4,44,1352151,5066,3452,2743,
P1208MV,P1208,EFRONT1,"2012-08-05 07:05:17",34.57299,-122.6995,141,13,3,54,755121,2258,814,1680,
P1208MV,P1208,EFRONT1,"2012-08-05 08:40:16",34.5705,-122.6615,146,14,8,2,3700239,10723,446933,31119,
P1208MV,P1208,EFRONT1,"2012-08-05 08:40:16",34.5705,-122.6615,146,14,7,10,3738774,9384,408135,34768,
P1208MV,P1208,EFRONT1,"2012-08-05 08:40:16",34.5705,-122.6615,146,14,6,19,3967635,9332,247669,35451,
P1208MV,P1208,EFRONT1,"2012-08-05 08:40:16",34.5705,-122.6615,146,14,5,29,3718772,9253,29571,13689,
P1208MV,P1208,EFRONT1,"2012-08-05 08:40:16",34.5705,-122.6615,146,14,4,39,1947921,6759,17246,6707,
P1208MV,P1208,EFRONT1,"2012-08-05 08:40:16",34.5705,-122.6615,146,14,3,50,889061,2625,1811,1798,
P1208MV,P1208,EFRONT1,"2012-08-05 08:40:16",34.5705,-122.6615,146,14,2,70,415721,1877,1562,669,
P1208MV,P1208,EFRONT1,"2012-08-05 10:13:23",34.56509,-122.577,151,15,8,2,3011676,16209,460583,32143,
P1208MV,P1208,EFRONT1,"2012-08-05 10:13:23",34.56509,-122.577,151,15,7,11,3031219,14687,456343,31224,
P1208MV,P1208,EFRONT1,"2012-08-05 10:13:23",34.56509,-122.577,151,15,6,18,2838964,11918,334766,27077,
P1208MV,P1208,EFRONT1,"2012-08-05 10:13:23",34.56509,-122.577,151,15,5,30,2135214,5604,66518,11484,
P1208MV,P1208,EFRONT1,"2012-08-05 10:13:23",34.56509,-122.577,151,15,4,39,1472979,3255,25292,5867,
P1208MV,P1208,EFRONT1,"2012-08-05 10:13:23",34.56509,-122.577,151,15,3,50,1254081,2507,4961,1838,
P1208MV,P1208,CYCLE1,"2012-08-06 00:57:55",34.56763,-122.7648,163,17,23,3,3952134,16236,93949,31841,
P1208MV,P1208,CYCLE1,"2012-08-06 01:14:40",34.56148,-122.7682,163,17,23,3,3952134,16236,93949,31841,
P1208MV,P1208,CYCLE1,"2012-08-06 00:57:55",34.56763,-122.7648,163,17,20,8,3985787,17706,95419,33429,
P1208MV,P1208,CYCLE1,"2012-08-06 01:14:40",34.56148,-122.7682,163,17,20,8,3985787,17706,95419,33429,
P1208MV,P1208,CYCLE1,"2012-08-06 00:57:55",34.56763,-122.7648,163,17,17,12,4494578,13191,80220,31736,
P1208MV,P1208,CYCLE1,"2012-08-06 01:14:40",34.56148,-122.7682,163,17,17,12,4494578,13191,80220,31736,
P1208MV,P1208,CYCLE1,"2012-08-06 00:57:55",34.56763,-122.7648,163,17,14,20,4957103,11813,72739,30030,
P1208MV,P1208,CYCLE1,"2012-08-06 01:14:40",34.56148,-122.7682,163,17,14,20,4957103,11813,72739,30030,
P1208MV,P1208,CYCLE1,"2012-08-06 00:57:55",34.56763,-122.7648,163,17,11,25,5939049,6733,35949,24334,
P1208MV,P1208,CYCLE1,"2012-08-06 01:14:40",34.56148,-122.7682,163,17,11,25,5939049,6733,35949,24334,
P1208MV,P1208,CYCLE1,"2012-08-06 00:57:55",34.56763,-122.7648,163,17,8,30,6404396,5644,25489,18638,
P1208MV,P1208,CYCLE1,"2012-08-06 01:14:40",34.56148,-122.7682,163,17,8,30,6404396,5644,25489,18638,
P1208MV,P1208,CYCLE1,"2012-08-06 00:57:55",34.56763,-122.7648,163,17,5,39,4491808,4082,13637,11353,
P1208MV,P1208,CYCLE1,"2012-08-06 01:14:40",34.56148,-122.7682,163,17,5,39,4491808,4082,13637,11353,
P1208MV,P1208,CYCLE1,"2012-08-06 00:57:55",34.56763,-122.7648,163,17,2,50,644989,18782,2048,2284,
P1208MV,P1208,CYCLE1,"2012-08-06 01:14:40",34.56148,-122.7682,163,17,2,50,644989,18782,2048,2284,
P1208MV,P1208,CYCLE1,"2012-08-07 00:57:42",34.21371,-122.9041,195,21,23,3,6414450,7586,114371,26828,
P1208MV,P1208,CYCLE1,"2012-08-07 00:57:42",34.21371,-122.9041,195,21,20,8,6268080,7193,114083,24360,
P1208MV,P1208,CYCLE1,"2012-08-07 00:57:42",34.21371,-122.9041,195,21,17,12,6208466,6431,81165,24754,
P1208MV,P1208,CYCLE1,"2012-08-07 00:57:42",34.21371,-122.9041,195,21,14,20,5683440,7140,52054,19793,
P1208MV,P1208,CYCLE1,"2012-08-07 00:57:42",34.21371,-122.9041,195,21,11,25,5562559,7219,49534,16433,
P1208MV,P1208,CYCLE1,"2012-08-07 00:57:42",34.21371,-122.9041,195,21,8,30,5310191,7219,45780,20291,
P1208MV,P1208,CYCLE1,"2012-08-07 00:57:42",34.21371,-122.9041,195,21,5,39,2149350,15225,12666,8728,
P1208MV,P1208,CYCLE1,"2012-08-07 00:57:42",34.21371,-122.9041,195,21,2,50,2571844,10868,9923,5604,
P1208MV,P1208,CYCLE1,"2012-08-08 01:07:07",33.85843,-122.9613,224,24,23,3,4003256,22273,327639,25896,
P1208MV,P1208,CYCLE1,"2012-08-08 01:07:07",33.85843,-122.9613,224,24,20,8,4386034,19110,295444,25673,
P1208MV,P1208,CYCLE1,"2012-08-08 01:07:07",33.85843,-122.9613,224,24,17,12,4559048,16485,267409,27300,
P1208MV,P1208,CYCLE1,"2012-08-08 01:07:07",33.85843,-122.9613,224,24,14,20,4311589,11760,94054,26093,
P1208MV,P1208,CYCLE1,"2012-08-08 01:07:07",33.85843,-122.9613,224,24,11,25,4218270,13808,58748,21709,
P1208MV,P1208,CYCLE1,"2012-08-08 01:07:07",33.85843,-122.9613,224,24,8,30,4698068,14306,64969,22103,
P1208MV,P1208,CYCLE1,"2012-08-08 01:07:07",33.85843,-122.9613,224,24,5,40,2368419,36842,25253,10526,
P1208MV,P1208,CYCLE1,"2012-08-08 01:07:07",33.85843,-122.9613,224,24,2,49,1404651,19753,5526,4568,
P1208MV,P1208,CYCLE1,"2012-08-09 02:03:01",33.54768,-122.8609,249,26,23,3,4078266,30201,281768,20554,
P1208MV,P1208,CYCLE1,"2012-08-09 02:03:01",33.54768,-122.8609,249,26,21,7,4684444,26933,280560,20147,
P1208MV,P1208,CYCLE1,"2012-08-09 02:03:01",33.54768,-122.8609,249,26,19,11,3917498,21827,282660,19714,
P1208MV,P1208,CYCLE1,"2012-08-09 02:03:01",33.54768,-122.8609,249,26,17,19,4282320,18939,261962,18191,
P1208MV,P1208,CYCLE1,"2012-08-09 02:03:01",33.54768,-122.8609,249,26,15,24,4103387,17469,180009,19346,
P1208MV,P1208,CYCLE1,"2012-08-09 02:03:01",33.54768,-122.8609,249,26,13,29,4356516,15291,127129,18743,
P1208MV,P1208,CYCLE1,"2012-08-09 02:03:01",33.54768,-122.8609,249,26,11,39,3301423,20121,59903,14713,
P1208MV,P1208,CYCLE1,"2012-08-09 02:03:01",33.54768,-122.8609,249,26,9,49,1984028,39729,19543,8479,
P1208MV,P1208,CYCLE2,"2012-08-10 01:02:15",34.57234,-123.0386,257,27,22,2,987656,168407,28836,15540,
P1208MV,P1208,CYCLE2,"2012-08-10 01:02:15",34.57234,-123.0386,257,27,20,12,966053,165506,27746,14529,
P1208MV,P1208,CYCLE2,"2012-08-10 01:02:15",34.57234,-123.0386,257,27,17,19,961314,157776,29229,15776,
P1208MV,P1208,CYCLE2,"2012-08-10 01:02:15",34.57234,-123.0386,257,27,14,30,1019366,166464,31802,15868,
P1208MV,P1208,CYCLE2,"2012-08-10 01:02:15",34.57234,-123.0386,257,27,11,39,1054869,163118,35372,19215,
P1208MV,P1208,CYCLE2,"2012-08-10 01:02:15",34.57234,-123.0386,257,27,8,50,676515,134794,8466,16748,
P1208MV,P1208,CYCLE2,"2012-08-10 01:02:15",34.57234,-123.0386,257,27,5,59,593394,91140,4384,10421,
P1208MV,P1208,CYCLE2,"2012-08-10 01:02:15",34.57234,-123.0386,257,27,2,70,244178,998,263,446,
P1208MV,P1208,CYCLE2,"2012-08-11 01:45:36",34.09219,-123.2575,289,32,22,2,1004469,107048,24951,15238,
P1208MV,P1208,CYCLE2,"2012-08-11 01:45:36",34.09219,-123.2575,289,32,20,12,1042834,105879,26972,16629,
P1208MV,P1208,CYCLE2,"2012-08-11 01:45:36",34.09219,-123.2575,289,32,17,19,1117174,102703,28652,15763,
P1208MV,P1208,CYCLE2,"2012-08-11 01:45:36",34.09219,-123.2575,289,32,14,29,1248096,99159,34716,20016,
P1208MV,P1208,CYCLE2,"2012-08-11 01:45:36",34.09219,-123.2575,289,32,11,40,1692009,95498,37853,19123,
P1208MV,P1208,CYCLE2,"2012-08-11 01:45:36",34.09219,-123.2575,289,32,8,49,1699373,93503,39362,20554,
P1208MV,P1208,CYCLE2,"2012-08-11 01:45:36",34.09219,-123.2575,289,32,5,59,658534,92033,7626,9424,
P1208MV,P1208,CYCLE2,"2012-08-11 01:45:36",34.09219,-123.2575,289,32,2,72,531536,92702,2651,7284,
P1208MV,P1208,CYCLE2,"2012-08-12 02:03:31",33.58129,-123.1776,321,35,22,3,1016886,122364,26683,13991,
P1208MV,P1208,CYCLE2,"2012-08-12 02:03:31",33.58129,-123.1776,321,35,20,12,814433,151410,11655,11458,
P1208MV,P1208,CYCLE2,"2012-08-12 02:03:31",33.58129,-123.1776,321,35,18,20,730262,122889,8794,10080,
P1208MV,P1208,CYCLE2,"2012-08-12 02:03:31",33.58129,-123.1776,321,35,16,31,639411,73710,4961,7101,
P1208MV,P1208,CYCLE2,"2012-08-12 02:03:31",33.58129,-123.1776,321,35,14,40,557288,54521,2940,5211,
P1208MV,P1208,CYCLE2,"2012-08-12 02:03:31",33.58129,-123.1776,321,35,12,50,564546,54023,2966,5447,
P1208MV,P1208,CYCLE2,"2012-08-12 02:03:31",33.58129,-123.1776,321,35,10,60,401796,31854,1916,2940,
P1208MV,P1208,CYCLE2,"2012-08-12 02:03:31",33.58129,-123.1776,321,35,8,70,358588,25121,1404,1785,
P1208MV,P1208,CYCLE3,"2012-08-13 01:03:17",34.54643,-122.5009,329,36,22,2,2765753,11169,207008,15435,
P1208MV,P1208,CYCLE3,"2012-08-13 01:03:17",34.54643,-122.5009,329,36,20,7,2809367,9148,207375,13571,
